molecule_chembl_id,target_chembl_id,standard_value,standard_units,standard_type
CHEMBL16702,CHEMBL4633,570.0,nM,IC50
CHEMBL16877,CHEMBL4633,150.0,nM,IC50
CHEMBL16877,CHEMBL4633,618.0,nM,IC50
CHEMBL16683,CHEMBL4633,140.0,nM,IC50
CHEMBL16683,CHEMBL4633,430.0,nM,IC50
CHEMBL16683,CHEMBL4633,80.0,nM,IC50
CHEMBL16652,CHEMBL4633,145.0,nM,IC50
CHEMBL16983,CHEMBL4633,120.0,nM,IC50
CHEMBL16983,CHEMBL4633,237.0,nM,IC50
CHEMBL278269,CHEMBL4633,205.0,nM,IC50
CHEMBL16609,CHEMBL4633,140.0,nM,IC50
CHEMBL16609,CHEMBL4633,1000.0,nM,IC50
CHEMBL278945,CHEMBL4633,245.0,nM,IC50
CHEMBL278945,CHEMBL4633,915.0,nM,IC50
CHEMBL16255,CHEMBL4633,150.0,nM,IC50
CHEMBL16255,CHEMBL4633,676.0,nM,IC50
CHEMBL16255,CHEMBL4633,29.0,nM,IC50
CHEMBL16890,CHEMBL4633,580.0,nM,IC50
CHEMBL16311,CHEMBL4633,310.0,nM,IC50
CHEMBL16311,CHEMBL4633,1793.0,nM,IC50
CHEMBL279606,CHEMBL4633,100.0,nM,IC50
CHEMBL279606,CHEMBL4633,79.0,nM,IC50
CHEMBL16381,CHEMBL4633,130.0,nM,IC50
CHEMBL276523,CHEMBL4633,600.0,nM,IC50
CHEMBL16746,CHEMBL4633,1700.0,nM,IC50
CHEMBL16844,CHEMBL4633,145.0,nM,IC50
CHEMBL16844,CHEMBL4633,659.0,nM,IC50
CHEMBL16512,CHEMBL4633,30000.0,nM,IC50
CHEMBL16468,CHEMBL4633,75.0,nM,IC50
CHEMBL16468,CHEMBL4633,154.0,nM,IC50
CHEMBL422393,CHEMBL4633,30000.0,nM,IC50
CHEMBL279337,CHEMBL4633,30000.0,nM,IC50
CHEMBL276059,CHEMBL4633,130.0,nM,IC50
CHEMBL276059,CHEMBL4633,609.0,nM,IC50
CHEMBL275152,CHEMBL4633,45.0,nM,IC50
CHEMBL274017,CHEMBL4633,780.0,nM,IC50
CHEMBL16882,CHEMBL4633,95.0,nM,IC50
CHEMBL273351,CHEMBL4633,140.0,nM,IC50
CHEMBL278734,CHEMBL4633,242.0,nM,IC50
CHEMBL278734,CHEMBL4633,539.0,nM,IC50
CHEMBL278501,CHEMBL4633,10000.0,nM,IC50
CHEMBL265334,CHEMBL4633,30000.0,nM,IC50
CHEMBL16766,CHEMBL4633,130.0,nM,IC50
CHEMBL16766,CHEMBL4633,892.0,nM,IC50
CHEMBL16961,CHEMBL4633,120.0,nM,IC50
CHEMBL276591,CHEMBL4633,535.0,nM,IC50
CHEMBL278213,CHEMBL4633,200.0,nM,IC50
CHEMBL278213,CHEMBL4633,1200.0,nM,IC50
CHEMBL16428,CHEMBL4633,30000.0,nM,IC50
CHEMBL16287,CHEMBL4633,1560.0,nM,IC50
CHEMBL16780,CHEMBL4633,210.0,nM,IC50
CHEMBL9653,CHEMBL4633,200.0,nM,IC50
CHEMBL148159,CHEMBL4633,2300.0,nM,IC50
CHEMBL317791,CHEMBL4633,500.0,nM,IC50
CHEMBL362198,CHEMBL4633,100.0,nM,IC50
CHEMBL362198,CHEMBL4633,184.0,nM,IC50
CHEMBL434526,CHEMBL4633,10.0,nM,IC50
CHEMBL362199,CHEMBL4633,35.0,nM,IC50
CHEMBL360583,CHEMBL4633,5600.0,nM,IC50
CHEMBL361188,CHEMBL4633,1814.0,nM,IC50
CHEMBL362068,CHEMBL4633,143.0,nM,IC50
CHEMBL368019,CHEMBL4633,664.0,nM,IC50
CHEMBL368429,CHEMBL4633,21.0,nM,IC50
CHEMBL369340,CHEMBL4633,2000.0,nM,IC50
CHEMBL366929,CHEMBL4633,380.0,nM,IC50
CHEMBL362445,CHEMBL4633,26.0,nM,IC50
CHEMBL362445,CHEMBL4633,460.0,nM,IC50
CHEMBL362446,CHEMBL4633,150.0,nM,IC50
CHEMBL359622,CHEMBL4633,270.0,nM,IC50
CHEMBL368907,CHEMBL4633,74.0,nM,IC50
CHEMBL368907,CHEMBL4633,245.0,nM,IC50
CHEMBL178867,CHEMBL4633,87.0,nM,IC50
CHEMBL178867,CHEMBL4633,1840.0,nM,IC50
CHEMBL359497,CHEMBL4633,41.0,nM,IC50
CHEMBL359497,CHEMBL4633,194.0,nM,IC50
CHEMBL361777,CHEMBL4633,26.0,nM,IC50
CHEMBL361777,CHEMBL4633,428.0,nM,IC50
CHEMBL425156,CHEMBL4633,31.0,nM,IC50
CHEMBL435093,CHEMBL4633,14.0,nM,IC50
CHEMBL435093,CHEMBL4633,142.0,nM,IC50
CHEMBL425865,CHEMBL4633,34.0,nM,IC50
CHEMBL425865,CHEMBL4633,80.0,nM,IC50
CHEMBL367603,CHEMBL4633,24.0,nM,IC50
CHEMBL367603,CHEMBL4633,1314.0,nM,IC50
CHEMBL361828,CHEMBL4633,130.0,nM,IC50
CHEMBL362467,CHEMBL4633,200.0,nM,IC50
CHEMBL180972,CHEMBL4633,19.0,nM,IC50
CHEMBL180972,CHEMBL4633,131.0,nM,IC50
CHEMBL182080,CHEMBL4633,120.0,nM,IC50
CHEMBL182080,CHEMBL4633,613.0,nM,IC50
CHEMBL180665,CHEMBL4633,12.0,nM,IC50
CHEMBL180665,CHEMBL4633,102.0,nM,IC50
CHEMBL178086,CHEMBL4633,19.0,nM,IC50
CHEMBL178086,CHEMBL4633,184.0,nM,IC50
CHEMBL361810,CHEMBL4633,44.0,nM,IC50
CHEMBL361810,CHEMBL4633,25.5,nM,IC50
CHEMBL178146,CHEMBL4633,11.0,nM,IC50
CHEMBL178146,CHEMBL4633,51.1,nM,IC50
CHEMBL362608,CHEMBL4633,14.0,nM,IC50
CHEMBL362608,CHEMBL4633,14.7,nM,IC50
CHEMBL360276,CHEMBL4633,17.0,nM,IC50
CHEMBL360276,CHEMBL4633,31.7,nM,IC50
CHEMBL368435,CHEMBL4633,145.0,nM,IC50
CHEMBL368435,CHEMBL4633,259.0,nM,IC50
CHEMBL368210,CHEMBL4633,352.0,nM,IC50
CHEMBL176278,CHEMBL4633,19.0,nM,IC50
CHEMBL176278,CHEMBL4633,25.6,nM,IC50
CHEMBL435336,CHEMBL4633,28.0,nM,IC50
CHEMBL435336,CHEMBL4633,36.8,nM,IC50
CHEMBL366546,CHEMBL4633,37.0,nM,IC50
CHEMBL366546,CHEMBL4633,12.3,nM,IC50
CHEMBL359659,CHEMBL4633,28.0,nM,IC50
CHEMBL359659,CHEMBL4633,29.2,nM,IC50
CHEMBL362825,CHEMBL4633,12.0,nM,IC50
CHEMBL360060,CHEMBL4633,21.0,nM,IC50
CHEMBL360060,CHEMBL4633,32.9,nM,IC50
CHEMBL360061,CHEMBL4633,48.0,nM,IC50
CHEMBL497084,CHEMBL4633,5000.0,nM,IC50
CHEMBL497085,CHEMBL4633,7400.0,nM,IC50
CHEMBL522412,CHEMBL4633,1900.0,nM,IC50
CHEMBL502831,CHEMBL4633,4200.0,nM,IC50
CHEMBL500166,CHEMBL4633,1400.0,nM,IC50
CHEMBL498728,CHEMBL4633,1500.0,nM,IC50
CHEMBL496692,CHEMBL4633,710.0,nM,IC50
CHEMBL498086,CHEMBL4633,5800.0,nM,IC50
CHEMBL498087,CHEMBL4633,10000.0,nM,IC50
CHEMBL522750,CHEMBL4633,6100.0,nM,IC50
CHEMBL496892,CHEMBL4633,3600.0,nM,IC50
CHEMBL497249,CHEMBL4633,13000.0,nM,IC50
CHEMBL522408,CHEMBL4633,4000.0,nM,IC50
CHEMBL497250,CHEMBL4633,3400.0,nM,IC50
CHEMBL444449,CHEMBL4633,10.0,nM,IC50
CHEMBL498270,CHEMBL4633,5000.0,nM,IC50
CHEMBL104,CHEMBL4633,6000.0,nM,IC50
CHEMBL525412,CHEMBL4633,1000.0,nM,IC50
CHEMBL524847,CHEMBL4633,1500.0,nM,IC50
CHEMBL498727,CHEMBL4633,3000.0,nM,IC50
CHEMBL520173,CHEMBL4633,2000.0,nM,IC50
CHEMBL515037,CHEMBL4633,3700.0,nM,IC50
CHEMBL460814,CHEMBL4633,2500.0,nM,IC50
CHEMBL516634,CHEMBL4633,1200.0,nM,IC50
CHEMBL516932,CHEMBL4633,3900.0,nM,IC50
CHEMBL24171,CHEMBL4633,101000.0,nM,IC50
CHEMBL444449,CHEMBL4633,2.0,nM,IC50
CHEMBL562547,CHEMBL4633,20000.0,nM,IC50
CHEMBL539158,CHEMBL4633,15000.0,nM,IC50
CHEMBL564031,CHEMBL4633,10000.0,nM,IC50
CHEMBL549464,CHEMBL4633,520.0,nM,IC50
CHEMBL552151,CHEMBL4633,670.0,nM,IC50
CHEMBL559624,CHEMBL4633,890.0,nM,IC50
CHEMBL540760,CHEMBL4633,1000.0,nM,IC50
CHEMBL550822,CHEMBL4633,450.0,nM,IC50
CHEMBL550823,CHEMBL4633,12000.0,nM,IC50
CHEMBL549316,CHEMBL4633,7000.0,nM,IC50
CHEMBL562876,CHEMBL4633,165.0,nM,IC50
CHEMBL549528,CHEMBL4633,150.0,nM,IC50
CHEMBL559066,CHEMBL4633,200.0,nM,IC50
CHEMBL549529,CHEMBL4633,233.0,nM,IC50
CHEMBL562998,CHEMBL4633,1500.0,nM,IC50
CHEMBL551028,CHEMBL4633,1000.0,nM,IC50
CHEMBL540174,CHEMBL4633,150.0,nM,IC50
CHEMBL559956,CHEMBL4633,650.0,nM,IC50
CHEMBL554144,CHEMBL4633,170.0,nM,IC50
CHEMBL559267,CHEMBL4633,5000.0,nM,IC50
CHEMBL559268,CHEMBL4633,6000.0,nM,IC50
CHEMBL550276,CHEMBL4633,318.0,nM,IC50
CHEMBL556250,CHEMBL4633,1000.0,nM,IC50
CHEMBL541518,CHEMBL4633,1000.0,nM,IC50
CHEMBL540249,CHEMBL4633,17.0,nM,IC50
CHEMBL559523,CHEMBL4633,,,IC50
CHEMBL549317,CHEMBL4633,,,IC50
CHEMBL569185,CHEMBL4633,1410.0,nM,IC50
CHEMBL1289633,CHEMBL4633,310.0,nM,IC50
CHEMBL1287826,CHEMBL4633,670.0,nM,IC50
CHEMBL1289740,CHEMBL4633,850.0,nM,IC50
CHEMBL1289526,CHEMBL4633,1550.0,nM,IC50
CHEMBL1290393,CHEMBL4633,930.0,nM,IC50
CHEMBL1289065,CHEMBL4633,1030.0,nM,IC50
CHEMBL1289847,CHEMBL4633,910.0,nM,IC50
CHEMBL378104,CHEMBL4633,740.0,nM,IC50
CHEMBL1290277,CHEMBL4633,2670.0,nM,IC50
CHEMBL1289634,CHEMBL4633,730.0,nM,IC50
CHEMBL1290616,CHEMBL4633,9790.0,nM,IC50
CHEMBL1289965,CHEMBL4633,3490.0,nM,IC50
CHEMBL1290614,CHEMBL4633,16300.0,nM,IC50
CHEMBL1290394,CHEMBL4633,4700.0,nM,IC50
CHEMBL1290506,CHEMBL4633,6750.0,nM,IC50
CHEMBL1289296,CHEMBL4633,7200.0,nM,IC50
CHEMBL1289739,CHEMBL4633,11200.0,nM,IC50
CHEMBL1289964,CHEMBL4633,17500.0,nM,IC50
CHEMBL1289184,CHEMBL4633,16400.0,nM,IC50
CHEMBL1289295,CHEMBL4633,370.0,nM,IC50
CHEMBL1289183,CHEMBL4633,550.0,nM,IC50
CHEMBL1289411,CHEMBL4633,550.0,nM,IC50
CHEMBL1289846,CHEMBL4633,630.0,nM,IC50
CHEMBL1289182,CHEMBL4633,700.0,nM,IC50
CHEMBL1290734,CHEMBL4633,820.0,nM,IC50
CHEMBL1289412,CHEMBL4633,880.0,nM,IC50
CHEMBL1290167,CHEMBL4633,1050.0,nM,IC50
CHEMBL1290168,CHEMBL4633,1300.0,nM,IC50
CHEMBL1289066,CHEMBL4633,2350.0,nM,IC50
CHEMBL1289527,CHEMBL4633,2750.0,nM,IC50
CHEMBL1289067,CHEMBL4633,2950.0,nM,IC50
CHEMBL1289185,CHEMBL4633,5160.0,nM,IC50
CHEMBL1290505,CHEMBL4633,14700.0,nM,IC50
CHEMBL1290061,CHEMBL4633,15500.0,nM,IC50
CHEMBL1290615,CHEMBL4633,31600.0,nM,IC50
CHEMBL1290736,CHEMBL4633,15800.0,nM,IC50
CHEMBL1290062,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289064,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290278,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290617,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290735,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289297,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289848,CHEMBL4633,500.0,nM,IC50
CHEMBL1289636,CHEMBL4633,1080.0,nM,IC50
CHEMBL1289637,CHEMBL4633,1390.0,nM,IC50
CHEMBL378104,CHEMBL4633,2.0,nM,IC50
CHEMBL1289529,CHEMBL4633,2390.0,nM,IC50
CHEMBL1289635,CHEMBL4633,2430.0,nM,IC50
CHEMBL1289413,CHEMBL4633,2660.0,nM,IC50
CHEMBL1289741,CHEMBL4633,2870.0,nM,IC50
CHEMBL1289528,CHEMBL4633,3590.0,nM,IC50
CHEMBL1290733,CHEMBL4633,4810.0,nM,IC50
CHEMBL1289414,CHEMBL4633,5010.0,nM,IC50
CHEMBL1289415,CHEMBL4633,15300.0,nM,IC50
CHEMBL1289966,CHEMBL4633,37400.0,nM,IC50
CHEMBL1289967,CHEMBL4633,50000.0,nM,IC50
CHEMBL1256851,CHEMBL4633,724.0,nM,IC50
CHEMBL1289742,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289849,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289186,CHEMBL4633,80.0,nM,IC50
CHEMBL1289530,CHEMBL4633,90.0,nM,IC50
CHEMBL1289416,CHEMBL4633,140.0,nM,IC50
CHEMBL1290737,CHEMBL4633,150.0,nM,IC50
CHEMBL1290510,CHEMBL4633,150.0,nM,IC50
CHEMBL1290169,CHEMBL4633,160.0,nM,IC50
CHEMBL1289417,CHEMBL4633,200.0,nM,IC50
CHEMBL1290509,CHEMBL4633,200.0,nM,IC50
CHEMBL1289300,CHEMBL4633,200.0,nM,IC50
CHEMBL1289188,CHEMBL4633,230.0,nM,IC50
CHEMBL1289419,CHEMBL4633,250.0,nM,IC50
CHEMBL1289068,CHEMBL4633,280.0,nM,IC50
CHEMBL1290618,CHEMBL4633,300.0,nM,IC50
CHEMBL1289301,CHEMBL4633,320.0,nM,IC50
CHEMBL1289969,CHEMBL4633,330.0,nM,IC50
CHEMBL1290280,CHEMBL4633,340.0,nM,IC50
CHEMBL1289299,CHEMBL4633,350.0,nM,IC50
CHEMBL1289639,CHEMBL4633,350.0,nM,IC50
CHEMBL1289744,CHEMBL4633,360.0,nM,IC50
CHEMBL1289743,CHEMBL4633,390.0,nM,IC50
CHEMBL1290170,CHEMBL4633,440.0,nM,IC50
CHEMBL1289531,CHEMBL4633,470.0,nM,IC50
CHEMBL1290279,CHEMBL4633,470.0,nM,IC50
CHEMBL1289298,CHEMBL4633,530.0,nM,IC50
CHEMBL1290508,CHEMBL4633,530.0,nM,IC50
CHEMBL1290621,CHEMBL4633,540.0,nM,IC50
CHEMBL1289183,CHEMBL4633,550.0,nM,IC50
CHEMBL1289070,CHEMBL4633,550.0,nM,IC50
CHEMBL1290395,CHEMBL4633,560.0,nM,IC50
CHEMBL1289850,CHEMBL4633,640.0,nM,IC50
CHEMBL1290396,CHEMBL4633,700.0,nM,IC50
CHEMBL1290507,CHEMBL4633,700.0,nM,IC50
CHEMBL444449,CHEMBL4633,740.0,nM,IC50
CHEMBL1290739,CHEMBL4633,750.0,nM,IC50
CHEMBL1289069,CHEMBL4633,820.0,nM,IC50
CHEMBL1289968,CHEMBL4633,840.0,nM,IC50
CHEMBL1290063,CHEMBL4633,1070.0,nM,IC50
CHEMBL1289071,CHEMBL4633,1150.0,nM,IC50
CHEMBL1290619,CHEMBL4633,1180.0,nM,IC50
CHEMBL1290398,CHEMBL4633,1260.0,nM,IC50
CHEMBL1289851,CHEMBL4633,1350.0,nM,IC50
CHEMBL1289638,CHEMBL4633,1510.0,nM,IC50
CHEMBL1290064,CHEMBL4633,2560.0,nM,IC50
CHEMBL1290738,CHEMBL4633,3080.0,nM,IC50
CHEMBL1290172,CHEMBL4633,3400.0,nM,IC50
CHEMBL1290171,CHEMBL4633,5900.0,nM,IC50
CHEMBL1289418,CHEMBL4633,10100.0,nM,IC50
CHEMBL1290282,CHEMBL4633,12000.0,nM,IC50
CHEMBL1290740,CHEMBL4633,13100.0,nM,IC50
CHEMBL1289187,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290281,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290397,CHEMBL4633,50000.0,nM,IC50
CHEMBL1290620,CHEMBL4633,50000.0,nM,IC50
CHEMBL1289189,CHEMBL4633,50000.0,nM,IC50
CHEMBL444449,CHEMBL4633,2.0,nM,IC50
CHEMBL6966,CHEMBL4633,8000.0,nM,IC50
CHEMBL9653,CHEMBL4633,200.0,nM,IC50
CHEMBL2205337,CHEMBL4633,25000.0,nM,IC50
CHEMBL2205336,CHEMBL4633,100000.0,nM,IC50
CHEMBL2205335,CHEMBL4633,100000.0,nM,IC50
CHEMBL2205334,CHEMBL4633,5800.0,nM,IC50
CHEMBL2205333,CHEMBL4633,100000.0,nM,IC50
CHEMBL2205332,CHEMBL4633,75000.0,nM,IC50
CHEMBL2205331,CHEMBL4633,100000.0,nM,IC50
CHEMBL2205330,CHEMBL4633,750.0,nM,IC50
CHEMBL2205329,CHEMBL4633,1700.0,nM,IC50
CHEMBL2205328,CHEMBL4633,4200.0,nM,IC50
CHEMBL2205327,CHEMBL4633,1270.0,nM,IC50
CHEMBL2205326,CHEMBL4633,1860.0,nM,IC50
CHEMBL2205325,CHEMBL4633,800.0,nM,IC50
CHEMBL2205324,CHEMBL4633,20500.0,nM,IC50
CHEMBL2205323,CHEMBL4633,900.0,nM,IC50
CHEMBL2205322,CHEMBL4633,230000.0,nM,IC50
CHEMBL2205321,CHEMBL4633,2610.0,nM,IC50
CHEMBL2205320,CHEMBL4633,2520.0,nM,IC50
CHEMBL1201294,CHEMBL4633,5000.0,nM,IC50
CHEMBL3609074,CHEMBL4633,0.19,nM,IC50
CHEMBL3609073,CHEMBL4633,0.352,nM,IC50
CHEMBL3609072,CHEMBL4633,0.294,nM,IC50
CHEMBL3609071,CHEMBL4633,0.073,nM,IC50
CHEMBL3609070,CHEMBL4633,0.154,nM,IC50
CHEMBL3609069,CHEMBL4633,0.133,nM,IC50
CHEMBL3609068,CHEMBL4633,0.184,nM,IC50
CHEMBL3609067,CHEMBL4633,0.083,nM,IC50
CHEMBL3609066,CHEMBL4633,0.561,nM,IC50
CHEMBL3609065,CHEMBL4633,0.129,nM,IC50
CHEMBL3609064,CHEMBL4633,3.333,nM,IC50
CHEMBL3609063,CHEMBL4633,0.153,nM,IC50
CHEMBL3609054,CHEMBL4633,0.146,nM,IC50
CHEMBL3609062,CHEMBL4633,0.154,nM,IC50
CHEMBL3609061,CHEMBL4633,0.191,nM,IC50
CHEMBL3609060,CHEMBL4633,0.221,nM,IC50
CHEMBL3609059,CHEMBL4633,3.333,nM,IC50
CHEMBL3609058,CHEMBL4633,0.038,nM,IC50
CHEMBL3609057,CHEMBL4633,3.333,nM,IC50
CHEMBL3609056,CHEMBL4633,0.278,nM,IC50
CHEMBL3609055,CHEMBL4633,0.107,nM,IC50
CHEMBL3609053,CHEMBL4633,3.333,nM,IC50
CHEMBL3609052,CHEMBL4633,3.333,nM,IC50
CHEMBL3609051,CHEMBL4633,0.259,nM,IC50
CHEMBL3609050,CHEMBL4633,3.333,nM,IC50
CHEMBL3609049,CHEMBL4633,0.095,nM,IC50
CHEMBL3609048,CHEMBL4633,0.104,nM,IC50
CHEMBL3609047,CHEMBL4633,0.166,nM,IC50
CHEMBL3609046,CHEMBL4633,0.088,nM,IC50
CHEMBL3609045,CHEMBL4633,0.079,nM,IC50
CHEMBL3609044,CHEMBL4633,0.152,nM,IC50
CHEMBL3609043,CHEMBL4633,0.073,nM,IC50
CHEMBL3609042,CHEMBL4633,0.096,nM,IC50
CHEMBL3609041,CHEMBL4633,0.447,nM,IC50
CHEMBL3608317,CHEMBL4633,0.303,nM,IC50
CHEMBL3609040,CHEMBL4633,0.179,nM,IC50
CHEMBL3609039,CHEMBL4633,3.333,nM,IC50
CHEMBL3609038,CHEMBL4633,0.11,nM,IC50
CHEMBL3609037,CHEMBL4633,0.074,nM,IC50
CHEMBL3609036,CHEMBL4633,0.067,nM,IC50
CHEMBL3609035,CHEMBL4633,0.06,nM,IC50
CHEMBL3609034,CHEMBL4633,0.234,nM,IC50
CHEMBL3609033,CHEMBL4633,0.278,nM,IC50
CHEMBL3609032,CHEMBL4633,0.143,nM,IC50
CHEMBL3609031,CHEMBL4633,3.333,nM,IC50
CHEMBL3609030,CHEMBL4633,0.32,nM,IC50
CHEMBL3609029,CHEMBL4633,0.245,nM,IC50
CHEMBL3609028,CHEMBL4633,0.26,nM,IC50
CHEMBL3609027,CHEMBL4633,3.333,nM,IC50
CHEMBL3609026,CHEMBL4633,3.333,nM,IC50
CHEMBL3609025,CHEMBL4633,3.333,nM,IC50
CHEMBL3609024,CHEMBL4633,3.333,nM,IC50
CHEMBL3609023,CHEMBL4633,0.256,nM,IC50
CHEMBL3609276,CHEMBL4633,0.12,nM,IC50
CHEMBL3609275,CHEMBL4633,0.197,nM,IC50
CHEMBL3609277,CHEMBL4633,0.267,nM,IC50
CHEMBL3609022,CHEMBL4633,0.11,nM,IC50
CHEMBL3609274,CHEMBL4633,0.152,nM,IC50
CHEMBL3609273,CHEMBL4633,0.983,nM,IC50
CHEMBL3609272,CHEMBL4633,0.133,nM,IC50
CHEMBL3609271,CHEMBL4633,0.146,nM,IC50
CHEMBL3609270,CHEMBL4633,0.097,nM,IC50
CHEMBL3609269,CHEMBL4633,1.308,nM,IC50
CHEMBL3609268,CHEMBL4633,0.171,nM,IC50
CHEMBL3609267,CHEMBL4633,3.333,nM,IC50
CHEMBL3609266,CHEMBL4633,0.075,nM,IC50
CHEMBL3609265,CHEMBL4633,0.095,nM,IC50
CHEMBL3609264,CHEMBL4633,0.151,nM,IC50
CHEMBL3609263,CHEMBL4633,0.077,nM,IC50
CHEMBL3609262,CHEMBL4633,0.182,nM,IC50
CHEMBL3609261,CHEMBL4633,0.126,nM,IC50
CHEMBL3609260,CHEMBL4633,0.161,nM,IC50
CHEMBL3609259,CHEMBL4633,3.333,nM,IC50
CHEMBL3609258,CHEMBL4633,0.223,nM,IC50
CHEMBL3609257,CHEMBL4633,0.207,nM,IC50
CHEMBL3609256,CHEMBL4633,0.103,nM,IC50
CHEMBL3609255,CHEMBL4633,3.333,nM,IC50
CHEMBL3609254,CHEMBL4633,3.333,nM,IC50
CHEMBL3609253,CHEMBL4633,0.853,nM,IC50
CHEMBL3609252,CHEMBL4633,3.333,nM,IC50
CHEMBL3609251,CHEMBL4633,0.28,nM,IC50
CHEMBL3608991,CHEMBL4633,0.475,nM,IC50
CHEMBL3609250,CHEMBL4633,1.444,nM,IC50
CHEMBL3609249,CHEMBL4633,0.073,nM,IC50
CHEMBL3609248,CHEMBL4633,0.039,nM,IC50
CHEMBL3609247,CHEMBL4633,0.235,nM,IC50
CHEMBL3609246,CHEMBL4633,0.927,nM,IC50
CHEMBL3609245,CHEMBL4633,0.216,nM,IC50
CHEMBL3609244,CHEMBL4633,0.472,nM,IC50
CHEMBL3609243,CHEMBL4633,3.333,nM,IC50
CHEMBL3609242,CHEMBL4633,0.153,nM,IC50
CHEMBL3609241,CHEMBL4633,3.333,nM,IC50
CHEMBL3609240,CHEMBL4633,0.154,nM,IC50
CHEMBL3609239,CHEMBL4633,0.257,nM,IC50
CHEMBL3608318,CHEMBL4633,0.223,nM,IC50
CHEMBL3609238,CHEMBL4633,0.133,nM,IC50
CHEMBL3609237,CHEMBL4633,0.075,nM,IC50
CHEMBL3609236,CHEMBL4633,0.039,nM,IC50
CHEMBL3609235,CHEMBL4633,0.173,nM,IC50
CHEMBL3609234,CHEMBL4633,0.07,nM,IC50
CHEMBL3609233,CHEMBL4633,0.275,nM,IC50
CHEMBL3609232,CHEMBL4633,0.135,nM,IC50
CHEMBL3609231,CHEMBL4633,0.115,nM,IC50
CHEMBL3609230,CHEMBL4633,0.062,nM,IC50
CHEMBL3609229,CHEMBL4633,0.261,nM,IC50
CHEMBL3609228,CHEMBL4633,0.456,nM,IC50
CHEMBL3609227,CHEMBL4633,0.227,nM,IC50
CHEMBL3609226,CHEMBL4633,0.195,nM,IC50
CHEMBL3609225,CHEMBL4633,0.24,nM,IC50
CHEMBL3609224,CHEMBL4633,0.163,nM,IC50
CHEMBL3609223,CHEMBL4633,0.196,nM,IC50
CHEMBL3609222,CHEMBL4633,0.085,nM,IC50
CHEMBL3609221,CHEMBL4633,0.156,nM,IC50
CHEMBL3609220,CHEMBL4633,0.431,nM,IC50
CHEMBL3608999,CHEMBL4633,0.159,nM,IC50
CHEMBL3608998,CHEMBL4633,0.119,nM,IC50
CHEMBL3608997,CHEMBL4633,0.079,nM,IC50
CHEMBL3608996,CHEMBL4633,0.201,nM,IC50
CHEMBL3608995,CHEMBL4633,0.226,nM,IC50
CHEMBL3608994,CHEMBL4633,0.179,nM,IC50
CHEMBL3608993,CHEMBL4633,0.156,nM,IC50
CHEMBL3608992,CHEMBL4633,0.166,nM,IC50
CHEMBL3609075,CHEMBL4633,0.193,nM,IC50
CHEMBL3609076,CHEMBL4633,0.798,nM,IC50
CHEMBL3609077,CHEMBL4633,0.067,nM,IC50
CHEMBL3609078,CHEMBL4633,0.1,nM,IC50
CHEMBL3609079,CHEMBL4633,0.122,nM,IC50
CHEMBL3609080,CHEMBL4633,0.985,nM,IC50
CHEMBL3609081,CHEMBL4633,0.293,nM,IC50
CHEMBL3609082,CHEMBL4633,1.417,nM,IC50
CHEMBL3609083,CHEMBL4633,0.122,nM,IC50
CHEMBL3609084,CHEMBL4633,0.153,nM,IC50
CHEMBL3609085,CHEMBL4633,0.14,nM,IC50
CHEMBL3609086,CHEMBL4633,0.082,nM,IC50
CHEMBL3609087,CHEMBL4633,0.174,nM,IC50
CHEMBL3609088,CHEMBL4633,0.06,nM,IC50
CHEMBL3609089,CHEMBL4633,0.04,nM,IC50
CHEMBL3609090,CHEMBL4633,0.13,nM,IC50
CHEMBL3609091,CHEMBL4633,0.153,nM,IC50
CHEMBL3609092,CHEMBL4633,0.071,nM,IC50
CHEMBL3609093,CHEMBL4633,0.132,nM,IC50
CHEMBL3608992,CHEMBL4633,0.061,nM,IC50
CHEMBL3608993,CHEMBL4633,0.042,nM,IC50
CHEMBL3608994,CHEMBL4633,0.023,nM,IC50
CHEMBL3608995,CHEMBL4633,0.056,nM,IC50
CHEMBL3608996,CHEMBL4633,0.748,nM,IC50
CHEMBL3608997,CHEMBL4633,0.034,nM,IC50
CHEMBL3608998,CHEMBL4633,0.045,nM,IC50
CHEMBL3608999,CHEMBL4633,0.822,nM,IC50
CHEMBL3609220,CHEMBL4633,0.881,nM,IC50
CHEMBL3609221,CHEMBL4633,0.391,nM,IC50
CHEMBL3609222,CHEMBL4633,0.041,nM,IC50
CHEMBL3609223,CHEMBL4633,0.054,nM,IC50
CHEMBL3609224,CHEMBL4633,0.032,nM,IC50
CHEMBL3609225,CHEMBL4633,0.301,nM,IC50
CHEMBL3609226,CHEMBL4633,0.251,nM,IC50
CHEMBL3609227,CHEMBL4633,0.327,nM,IC50
CHEMBL3609228,CHEMBL4633,1.94,nM,IC50
CHEMBL3609229,CHEMBL4633,3.09,nM,IC50
CHEMBL3609230,CHEMBL4633,0.045,nM,IC50
